Laglista,Section Number,Section Name,Index,SFS Number,Amendment SFS,Document Name,Notisum Comment,Summary (Så här påverkas vi),Compliance,Link
"Arbetsmiljö","07","ELSÄKERHET","0730","ELSÄK-FS 2022:1","","BeteckningELSÄK-FS 2022:1Elsäkerhetsverkets föreskrifter och allmänna råd om hur starkströmsanläggni","Föreskriften reglerar hur starkströmsanläggningar ska vara utförda och innehåller dels grundläggande regler för alla typer av starkströmsanläggningar och dels detaljregler som träffar specifika typer av starkströmsanläggningar.Börjar gälla 2022-12-01 och ersätter då ELSÄK-FS 2008:1 om hur elektriska starkströmsanläggningar ska vara utförda samt allmänna råd om tillämpningen av dessa föreskrifter.Föreskrifter berör elinstallationsföretag, elinstallatörer och andra elyrkespersoner, innehavare av starkströmsanläggningar, innehavare av kontaktledningsanläggningar för järnväg, spårväg, tunnelbana och elväg, utbildare/skolor för elinstallatörer och elyrkespersoner samt andra aktörer såsom Installatörsföretagen IN, Elektrikerförbundet, Energiföretagen, Brandskyddsföreningen/Elektriska nämnden, Standard Solutions Group SSG, SEK Svensk elstandard, konsulter med flera.","Hur starkströmsanläggningar ska vara utfördaDessa föreskrifter berör elinstallationsföretag, elinstallatörer och andra elyrkespersoner, innehavare av starkströmsanläggningar, innehavare av kontaktledningsanläggningar för järnväg, spårväg, tunnelbana och elväg, utbildare/skolor för elinstallatörer och elyrkespersoner samt andra aktörer.När man utför ett elinstallationsarbete ska den del av anläggningen som man ska installera, bygga om eller reparera uppfylla kraven i dessa föreskrifter.När man utför ett elinstallationsarbete ska man alltid förse anläggningen med rätt märkning samt  upprätta rätt dokumentation för arbetet.Anläggningsinnehavare har ett ansvar för att anläggningen är dokumenterad.Föreskrifterna innehåller särskilda säkerhetskrav för bl.a. lågspänningsanläggningar, högspänningsanläggningar, luftledningar samt kontaktledningar för drift av järnväg, spårväg, tunnelbana eller elväg.","","https://www.notisum.se/rn/document/?id=ELSC2001"
"Arbetsmiljö","07","ELSÄKERHET","0740","ELSÄK-FS 2022:2","","BeteckningELSÄK-FS 2022:2Elsäkerhetsverkets föreskrifter och allmänna råd om skyltning av starkström","Dessa föreskrifter innehåller bestämmelser om skyltning vid starkströmsanläggningar i syfte att varna eller ge information om hur den som vistas vid anläggningen ska förhålla sig med hänsyn till risk för personskada eller sakskada på grund av el.Skyltning ska ha det utseende som framgår av bilagan.Föreskriften ersätter ELSÄK-FS 2008:2 2022-12-01 och påverkar elinstallationsföretag, elinstallatörer och andra elyrkespersoner, innehavare av starkströmsanläggningar för produktion eller överföring av el, innehavare av kontaktledningsanläggningar för järnväg, spårväg, tunnelbana och elväg samt andra aktörer såsom Installatörsföretagen, Elektrikerförbundet, Energiföretagen, Standard Solutions Group SSG, Trafikverket, SEK Svensk elstandard, konsulter med flera.","Skyltning av starkströmsanläggningarDessa föreskrifter berör innehavare av starkströmsanläggningar för produktion eller överföring av el och påverkar även elinstallationsföretag, elinstallatörer och andra elyrkespersoner, samt innehavare av kontaktledningsanläggningar för järnväg, spårväg, tunnelbana och elväg samt andra aktörer.Innehavaren av en starkströmsanläggning ansvarar för att det finns skyltning i enlighet med dessa föreskrifter.Den som utför elinstallationsarbete ska märka den berörda delen av anläggningen med den varselmärkning som krävs och som varnar eller ger information om hur man ska förhålla sig för att undvika att någon person eller sak skadas på grund av elen i anläggningen.Skyltning av en starkströmsanläggning ska grunda sig på en riskbedömning och enbart användas när identifierad elektrisk fara inte kan undvikas eller begränsas tillräckligt mycket genom andra åtgärder.","","https://www.notisum.se/rn/document/?id=ELSC2002"
"Arbetsmiljö","07","ELSÄKERHET","0750","ELSÄK-FS 2022:3","","Elsäkerhetsverkets föreskrifter och allmänna råd (2008:3)","Denna föreskrift innehåller bestämmelser om den kontroll och de åtgärder som innehavaren av en starkströmsanläggning ska utföra i syfte att anläggningen ska ge betryggande säkerhet mot personskada och sakskada på grund av el. Föreskrifterna omfattar även elektrisk utrustning som är avsedd att anslutas till en starkströmsanläggning.Träder i kraft 2022-12-01 då Elsäkerhetsverkets föreskrifter och allmänna råd (2008:3) om innehavarens kontroll av elektriska starkströmsanläggningar och elektriska anordningar slutar att gälla.Föreskriften berör innehavare av alla typer av starkströmsanläggningar, innehavare av elektrisk utrustning som är avsedd att anslutas till en starkströmsanläggning, elinstallationsföretag, elinstallatörer och andra elyrkespersoner, utbildare/skolor för elinstallatörer och elyrkespersoner samt andra aktörer såsom Installatörsföretagen IN, Elektrikerförbundet, Energiföretagen, Brandskyddsföreningen/Elektriska nämnden, Standard Solutions Group SSG, konsulter med flera.","Kontroll av starkströmsanläggningar och elektriska utrustningarDessa föreskrifter berör innehavare av alla typer av starkströmsanläggningar samt innehavare av elektrisk utrustning som är avsedd att anslutas till en starkströmsanläggning.Innehavare av en starkströmsanläggning och elektriska utrustningar ska se till att dessa är säkra, åtgärda brister samt tillhandahålla information till den som ska utföra arbete vid en starkströmsanläggning.Vi ska bl.a. fastställa rutiner för fortlöpande kontroll, dokumentera de fortlöpande kontrollerna, vidta åtgärder vid brister samt tillhandahålla information om elanläggningen till den som ska arbeta med anläggningen.","","https://www.notisum.se/rn/document/?id=ELSC2003"
"Arbetsmiljö","08","KEMISK ARBETSMILJÖ","0800","(EG) nr 1907/2006","","Miljötillsynsförordningen (2011:13)","Reach är en kemikalielagstiftning som finns i en EU-förordning och ska därför tillämpas direkt av företagen utan att översättas i svenska regler. Reach grundas på principen att det är företagen (tillverkare, importörer och nedströmsanvändare) som bär ansvaret för att de ämnen som de tillverkar, släpper ut på marknaden eller använder inte har några skadliga hälso- och miljöeffekter (omvänd bevisbörda). Det företag som tillverkar eller importerar ett kemiskt ämne till EU måste registrera ämnet hos Europeiska kemikaliemyndigheten (Echa) innan det får släppas ut på marknaden. Kemikalieproducenter ska kontrollera olika ämnen och tillhandahålla säkerhetsinformation om kemikalierna. Vissa av skyldigheterna enligt Reach är en del av arbetsmiljöarbetet och andra ingår i miljöarbetet. Listan över ämnen som kräver tillstånd finns i Bilaga XIV. I bilaga XVII finns ett antal begränsningsregler som bl.a. begränsar användningen av ämnen i vissa varor.Miljötillsynsförordningen (2011:13) reglerar vilka delar av Reach-förordningen som olika myndigheter har tillsyn över. Konsoliderade utgåvor finns.","Registrering, utvärdering, godkännande och begränsning av kemikalier (Reach)Denna förordning berör de verksamheter som tillverkar, säljer, importerar och är nedströmsanvändare av kemiska ämnen som släpps ut på marknaden.Reach-Förordningen innehåller bl.a. regler om registrering, förbud eller restriktioner för ämnen, krav på tillstånd för särskilt farliga ämnen samt regler för att informera kunder. De som tillverkar, importerar eller säljer varor och kemiska produkter i EU/EES behöver följa de regler som gäller för sina respektive verksamheter.Nedströmsanvändare är de som använder ett kemiskt ämne i sin yrkesmässiga verksamhet men inte själv tillverkar eller importerar ämnet. Förordningen innehåller även regler som användare av kemiska produkter måste förhålla sig till.","","https://www.notisum.se/rn/document/?id=306R1907"
"Arbetsmiljö","08","KEMISK ARBETSMILJÖ","0810","(EG) nr 1272/2008","","Beteckning(EG) nr 1272/200832025R1222Europaparlamentets och rådets förordning (EG) nr 1272/2008 av d","CLP-förordningen innehåller bestämmelser om klassificering, märkning och förpackning av kemiska ämnen och blandningar som satts på marknaden efter den 1 juni 2017. Äldre produkter som fortfarande används omfattades av liknande krav. Förordningen kompletterar Reach-systemet inom EU och integrerar FN:s globala harmoniserade system (GHS). Klassificering och märkning ska skötas av tillverkaren eller importören och nedströmsanvändaren kan oftast förlita sig på faroklassning eller indelning i säkerhetsdatabladet. Alla kemikalier ska ha etiketter och förvaras på lämpliga platser i särskild avsedda emballage. Konsoliderade utgåvor finns.","Klassificering, märkning och förpackning av ämnen och blandningar (CLP)Denna förordning berör verksamheter som tillverkar, levererar, importerar och är nedströmsanvändare av kemiska ämnen och blandningar.Nedströmsanvändare är den som använder ett kemiskt ämne i sin yrkesmässiga verksamhet men inte själv tillverkar eller importerar ämnet.Förordningen innehåller regler för klassificering, märkning och förpackning av kemiska produkter samt även regler om att anmäla uppgifter för ämnen och blandningar.","","https://www.notisum.se/rn/document/?id=308R1272"
"Arbetsmiljö","08","KEMISK ARBETSMILJÖ","0820","AFS 2023:10 (ersätter AFS 2011:19)","","BeteckningAFS 2023:10 (ersätter AFS 2011:19)AFS 2025:1Arbetsmiljöverkets föreskrifter och allmänna r","7 kap. 7 kap. Övergripande bestämmelser för kemiska riskkällorBestämmelserna i detta kapitel reglerar all verksamhet där kemiska riskkällor hanteras och det är arbetsgivaren som ansvarar för att föreskrifterna följs. Kraven omfattar undersökning och riskbedömning, åtgärder, kunskaper, märkning, skyltning, förvaring och avfall. Definitionen av kemisk riskkälla är; kemiska ämnen och blandningar som kan medföra ohälsa eller olycksfall genom sina hälsofarliga egenskaper, sina egenskaper beroende på hur de används eller i vilken form de förekommer, sin temperatur, att minska syrgashalten i luften eller att öka risken för brand, explosion eller annan farlig kemisk reaktion.Ikraftträdande 1 januari 20258 kap. 8 kap. Ytterligare bestämmelser för vissa grupper av kemiska ämnenBestämmelserna i detta kapitel preciserar och kompletterar bestämmelserna i 7 kap. Övergripande bestämmelser för kemiska riskkällor, och reglerar alla verksamheter där vissa allergiframkallande ämnen och CMR-ämnen hanteras, tillstånd och förbud för vissa ämnen och obligatoriska mätningar för vissa ämnen. Arbetsgivaren ansvarar för att föreskrifterna i detta kapitel följs.Ikraftträdande 1 januari 20259 kap. 9 kap. Kompletterande bestämmelser för vissa riskfyllda arbeten i kombination med kemiska riskkällorBestämmelserna i detta kapitel preciserar och kompletterar bestämmelserna i 7 och 8 kap. och innehåller krav kring arbetstillstånd, arbete i cistern, brunn, silo, lastutrymme eller i miljö med begränsad luftomsättning, brandfarliga heta arbeten i eller på behållare, rörledningar eller liknande anordningar samt explosionsfarlig miljö. Det är arbetsgivaren som är ansvarig för att kraven följs. Ikraftträdande 1 januari 202510 kap. 10 kap. Kompletterande bestämmelser för vissa kemiska riskkällorI detta kapitel finns bestämmelser om anestesigaser, bekämpningsmedel, blybatterier, cytostatika och andra läkemedel som kan orsaka bestående ohälsa, färg och lack, gaser, kvartshaltigt damm samt syntetiska oorganiska fibrer. Arbetsgivaren ansvarar för att kraven följs.Ikraftträdande 1 januari 2025","Kemiska arbetsmiljörisker7 kap.Bestämmelserna gäller de av våra verksamheter som hanterar kemiska riskkällor, men undantar sådana som är allmänt tillgängliga för disk, tvätt och städning i exempelvis lunchrum.Bestämmelserna innebär bl.a. krav på:- undersökning och skriftlig riskbedömning och att vid behov vidta åtgärder- beredskapsplan vid risk för olyckor och nödsituationer- att relevanta rutiner och instruktioner finns på plats- märkning av behållare och rörledningar samt vid behov skyltning- säkerställande att avfallsmottagaren får relevant information för säker hantering av avfall från kemiska riskkällor8 kap.Bestämmelserna preciserar och kompletterar bestämmelserna i 7 kap. och reglerar alla verksamheter där vissa allergiframkallande ämnen och CMR-ämnen hanteras. Här regleras även tillstånd och förbud för vissa ämnen samt obligatoriska mätningar för vissa ämnen. Här finns bl.a. bestämmelser om dokumentation, skyltning, kunskaper och medicinska kontroller samt utredningar, åtgärder och register.9 kap. 1 - 14 §§Bestämmelserna preciserar och kompletterar bestämmelserna i 7 och 8 kap. Här regleras arbetstillstånd vid vissa typer av arbeten, arbeten i cisterner, brunnar, silor, lastutrymmen eller i miljöer med begränsad luftomsättning, och brandfarliga heta arbeten i eller på behållare, rörledningar eller liknande anordningar. Bestämmelser finns även avseende all verksamhet där arbetstagare kan utsättas för explosionsfarlig miljö. Vi ska undersöka om explosiv atmosfär kan bildas i verksamheten. Om undersökningen visar att en explosiv atmosfär kan bildas, ska vi upprätta en skriftlig riskbedömning.10 kap. 39 - 40 §§Bestämmelserna preciserar och kompletterar bestämmelser i 7 och 8 kap. och reglerar all verksamhet där arbetstagare hanterar färg eller lack. Vi ska se till att man använder vattenburen färg och lack på tillfälliga arbetsplatser inomhus eller i slutna utrymmen. Om det krävs av tekniska eller kulturhistoriska skäl, får vi använda färg och lack som innehåller organiska lösningsmedel.","","https://www.notisum.se/rn/document/?id=AFSC3010&anchor=K7"
"Arbetsmiljö","08","KEMISK ARBETSMILJÖ","0830","KIFS 2017:7","","Förordning (2012:861)","Här finns regler för förvaring av farliga kemiska produkter, anmälan till produktregistret inklusive nanomaterial, tillståndskrav för särskilt farliga produkter, klorerade lösningsmedel, flyktiga organiska föreningar i vissa färger och lacker, kvicksilver och kvicksilverhaltiga varor, formaldehyd i träbaserade skivor, elektrisk och elektronisk utrustning och GMO. Implementerar RoHS 2-direktivet och kompletterar Förordning (2012:861) om farliga ämnen i elektrisk och elektronisk utrustning. Är du tillverkare importör eller distributör av varor? Fr.o.m den 5 januari 2021 måste du lämna information till den nya SCIP-databasen om dina varor innehåller något ämne på kandidatförteckningen (se KIFS 2020:6).KIFS 2017:7 är en föreskrift om kemiska produkter och biotekniska organismer med ungefär samma innehåll som KIFS 2008:2 men en ny indelning av kapitel och bilagor. Nyhet: Registreringskrav för nanomaterial införs i 3 kap. 4 §. Bestämmelser om anteckningsskyldighet vid hantering av kvicksilver samt bestämmelser om undantag från gränsvärdena för tungmetaller i förpackningsmaterial upphävs. Kemikalieinspektionen inför krav på att anmäla PFAS-ämnen till produktregistret (3 kap. 14 § p 12 a som börjar gälla 2019-01-01). KIFS 2008:2 om kemiska produkter och biotekniska organismer upphävs och delas upp i två nya föreskrifter: KIFS 2017:7 om om kemiska produkter och biotekniska organismer och KIFS 2017:8 om leksakers brännbarhet och kemiska egenskaper som träder ikraft den 1 januari 2018. Majoriteten av de bestämmelser som tidigare funnits i 2008:2 överförs till 2017:7. Befintliga bestämmelser om leksakers brännbarhet och kemiska egenskaper bryts ut och får bilda egna föreskrifter, KIFS 2017:8. Bestämmelser om träskyddsbehandlat virke överförs till Kemikalieinspektionens föreskrifter om bekämpningsmedel, KIFS 2008:3.","Kemiska produkter och biotekniska organismerDessa föreskrifter berör de verksamheter som:- förvarar farliga kemiska produkter- som yrkesmässigt tillverkar, eller till Sverige för in, sådana kemiska produkter eller biotekniska organismer som kan hänföras till något av de varuslag som anges i bilaga till förordningen- förpackar, packar om eller ändrar namn på en kemisk produkt utan att ha tillverkat eller fört in den till Sverige- yrkesmässigt tillverkar, eller till Sverige för in vissa kemiska produkter med avsiktligt tillsatt nanomaterialBl.a. gäller följande:- Märkning av tvätt- och rengöringsmedel ska vara skriven på svenska- Hälso- eller miljöfarliga kemiska produkter ska förvaras så att hälso- och miljörisker förebyggs- Hälsofarliga kemiska produkter ska förvaras så att de är svåråtkomliga för små barn och väl avskilda från produkter som är avsedda att förtäras- Kemiska produkter som omfattas av tillståndskrav ska förvaras på ett sådant sätt att obehöriga inte kan komma åt demRoHS-direktivet (2011/65/EU) har införts i svensk lagstiftning genom dessa föreskrifter samt genom förordning (2012:861) om farliga ämnen i elektrisk och elektronisk utrustning.Föreskrifternas 9 kap. Elektrisk och elektronisk utrustning, kompletterar förordningen (2012:861) om farliga ämnen i elektrisk och elektronisk utrustning. Bl.a. finns här krav avseende bedömning av överensstämmelse, EU-försäkran, teknisk dokumentation, krav på dokumentation, identifieringsmärkning, uppgifter om namn och adress, CE-märkning, register och krav på fullmakt för tillverkares representant.","","https://www.notisum.se/rn/document/?id=KIB70007"
"Arbetsmiljö","09","ÖVRIGA DOKUMENT","","SFS 1999:678","SFS 2022:1296","Lag (1999:678)","Utstationering – utsänd för att arbeta i annat land. Arbetsgivare som utstationerar arbetstagare i Sverige är skyldiga att anmäla utstationeringen och förändringar och att utse och anmäla en kontaktperson här. Anmälan ska göras till Arbetsmiljöverket och Arbetsmiljöverket ska utöva tillsyn över att reglerna följs. En sanktionsavgift ska tas ut om en arbetsgivare har överträtt bestämmelserna om anmälningsskyldighet. Denna s.k. utstationeringslag innehåller bestämmelser om vilka förmåner gästarbetare (utstationerade arbetstagare) ska ha när de tillfälligt arbetar i annat land. Det är svensk lag som gäller för utstationerade arbetstagare inom till exempel arbetsmiljö, diskriminering på arbetsplatsen och arbetstider. Genom ändringen SFS 2017:320 den 1 juni 2017 revs lex laval upp och strejkrätten stärktes mot utländska företag för att få till stånd svenska kollektivavtal.Lagen kompletteras av Förordning (2017:319) om utstationering av arbetstagare.","Lag om utstationering av arbetstagareDenna lag gäller när en arbetsgivare som är etablerad i ett annat land än Sverige utstationerar arbetstagare här i landet i samband med att arbetsgivaren tillhandahåller tjänster över gränserna. Lagen innehåller även regler om hur utstationering av förare ska anmälas och kontrolleras.I 23 § finns bestämmelser om arbetsgivare som har sin hemvist eller sitt säte i Sverige och utstationerar arbetstagare till ett annat medlemsland inom Europeiska ekonomiska samarbetsområdet (EES) eller Schweiz. Då måste företaget följa det landets regler för utstationerade arbetstagare. Det handlar om regler som det landet har infört för att följa ett EU-direktiv (96/71/EG) om skydd för arbetstagare som tillfälligt jobbar i ett annat land. Det är dock tillåtet att ge arbetstagaren bättre villkor än vad som krävs enligt värdlandets regler.","","https://www.notisum.se/rn/document/?id=19990678"
"Arbetsmiljö","09","ÖVRIGA DOKUMENT","","SFS 1994:1297","SFS 2014:1259","Förordning (1994:1297)","Bestämmelser som reglerar dygnsvilan för transporter med bil som används som godstransporter (ej posttransporter) om bilens högsta tillåtna vikt, inklusive släpvagn eller påhängsvagn, inte överstiger 3,5 ton. Gäller bl.a även transporter med taxitrafik, skolskjutsning samt bil som används för mjölktransport. Bestämmelser om bl.a. anteckningar i en tidbok om tiden för dygnsvilan. Myndighetsföreskrifter som kompletterar förordningen utfärdas av Transportstyrelsen (tidigare Vägverket).","Vilotider vid vissa vägtransporter inom landetDenna förordning berör de som utför godstransporter, om bilens högsta tillåtna vikt, inklusive släpvagn eller påhängsvagn, inte överstiger 3,5 ton. Här finns bestämmelser kring vilotidsregler.Föraren ska ha haft en dygnsvila på minst 11 timmar under den 24-timmarsperiod som föregår varje tidpunkt då transporten utförs. Dygnsvilan får delas upp i två perioder, varav den ena perioden ska vara minst åtta timmar.Föraren ska även ha en personlig tidbok samt föra anteckningar om dygnsvila, m.m","","https://www.notisum.se/rn/document/?id=19941297"
"Arbetsmiljö","09","ÖVRIGA DOKUMENT","","SFS 2003:789","SFS 2025:1114","Förordning (2003:789)","Bestämmelser som kompletterar Lag (2003:778) om skydd mot olyckor. Bl.a. regler om enskildas skyldigheter, kommuners och statens skyldigheter, tillsyn, ersättning och räddningstjänst under höjd beredskap. Myndighetsföreskrifter som kompletterar förordningen utfärdas av Statens räddningsverk/MSB.","Förordning om skydd mot olyckorDenna förordning berör enskilda, kommuner och staten och omfattar bestämmelser kring olyckor som kan orsaka allvarliga skador på människor eller i miljön.Kraven på enskilda berör anläggningar med farlig verksamhet. Det finns ett antal olika typer av anläggningar som kan omfattas av bestämmelserna för farliga verksamheter enligt lagen om skydd mot olyckor. Exempel på anläggningar som berörs är:- Sevesoanläggningar (direkt angivna i 2 kap 4 § LSO)- andra typer av verksamheter som hanterar farliga ämnen i stor omfattning- dammar- kärntekniska anläggningar- vissa flygplatser (direkt angivna i 2 kap 4 § LSO)- gruvorVi ska som innehavare av farlig verksamhet ha fungerande rutiner för att informera myndigheterna vid olyckor som kan orsaka allvarliga skador på människor eller i miljön och om överhängande fara förelegat för sådan olycka.","","https://www.notisum.se/rn/document/?id=20030789"
"Arbetsmiljö","09","ÖVRIGA DOKUMENT","","SFS 2004:865","SFS 2025:357","Förordning (2004:865)","Bestämmelser om bl.a. kontroll av kör- och vilotider och om färdskrivare på väg. Bl.a. om färdskrivarutrustning, färdskrivarkort, vägkontroller och böter. Myndighetsföreskrifter som kompletterar förordningen utfärdas av Transportstyrelsen (tidigare Vägverket).","Kör- och vilotider samt färdskrivare, m.m.Denna förordning innehåller kompletterande bestämmelser till rättsakter enligt 1 § samt även bestämmelser om förfarandet för kontroll av kör- och vilotider samt av färdskrivare på väg och i företags lokaler.Här anges bl.a undantag samt också bestämmelser kring installation och besiktning, färdskrivarkort, företagens kopiering och lagring av uppgifter, förvaring av diagramblad, samt vad som gäller kring kontroller och ansvarsbestämmelser.","","https://www.notisum.se/rn/document/?id=20040865"
"Arbetsmiljö","09","ÖVRIGA DOKUMENT","","SFS 2005:395","SFS 2022:464","Lag (2005:395)","Övergripande regler om hur mycket anställda lastbils- och busschaufförer får arbeta och när man ska ta rast. Lagen (vägarbetstidslagen) gäller när en svensk förare kör i Sverige och i utlandet och när utländska förare kör i Sverige. Arbetsgivare och egenföretagare ska registrera arbetstid. Registren ska bevaras hos arbetsgivaren eller egenföretagaren i minst två år efter den tidsperiod som arbetet omfattar. Mer detaljerade regler finns i Förordning (2005:399) om arbetstid vid visst vägtransportarbete.","Arbetstid vid visst vägtransportarbeteLagen gäller för de transporter som omfattas av (EG) nr 561/2006 om harmonisering av viss sociallagstiftning på vägtransportområdet samt av Europeiska överenskommelsen om arbetsförhållanden för fordonsbesättningar vid internationella vägtransporter (AETR).Bestämmelserna berör arbete som utförs av förare som är anställda samt även förare som är egenföretagare. Vissa avvikelser får göras genom kollektivavtal, dock med begränsningar.Lagen styr arbetstider, raster, registrering och rapportering och innehåller tydliga tidsbegränsningar samt krav på dokumentation och information.","","https://www.notisum.se/rn/document/?id=20050395"
"Arbetsmiljö","09","ÖVRIGA DOKUMENT","","SFS 2006:263","SFS 2022:1119","Lag (2006:263)","Lagen - som kompletteras av en förordning - innehåller generella regler om transport av farligt gods på väg, järnväg, med fartyg och luftfartyg. Den vars verksamhet omfattar transporter av farligt gods ska ha säkerhetsrådgivare. Säkerhetsrådgivaren har till uppgift att, under verksamhetsledningens ansvar, verka för att skador i samband med transporterna förebyggs.","Lag om transport av farligt godsDenna lag berör de verksamheter som förflyttar farligt gods med transportmedel samt lastar, lossar, förvarar och på annat sätt hanterar farligt gods som ett led i förflyttningen. Undantaget förflyttning inom område där det farliga godset tillverkas, lagras eller förbrukas.Vi ska ha en flera säkerhetsrådgivare.Vi ska ha rutiner som innebär att vi vidtar skyddsåtgärder och försiktighetsmått som behövs för att förebygga, hindra och begränsa att godset, genom transporten eller genom obehörigt förfarande med godset vid transport på land, orsakar sådana skador på liv, hälsa, miljö eller egendom som beror på godsets farliga egenskaper.","","https://www.notisum.se/rn/document/?id=20060263"
"Arbetsmiljö","09","ÖVRIGA DOKUMENT","","SFS 2006:311","SFS 2025:1115","Förordning (2006:311)","Bestämmelser till Lag (2006:263) om transport av farligt gods. Bl.a. regler om ansökan och beslut om att ett visst ämne eller föremål är att anse som farligt gods, tillsynsmyndigheter, säkerhetsrådgivare, rapporteringsskyldigheter och bemyndiganden att utfärda föreskrifter och beslut. Myndighetsföreskrifter som kompletterar förordningen utfärdas av bl.a. Räddningsverket/MSB, Luftfartsstyrelsen/Transportstyrelsen och Rikspolisstyrelsen/Polismyndigheten. Polisen är tillsynsmyndighet för landtransporter av farligt gods, utom för järnvägstransporter.","Förordning om transport av farligt godsDenna förordning berör verksamheter som transporterar farligt gods. Verksamheterna ska ha en säkerhetsrådgivare som ska ha genomgått ett godkänt prov samt inneha ett giltigt intyg.Närmare bestämmelser om transporter av farligt gods finns i ADR-S (MSBFS om transport av farligt gods på väg och i terräng)","","https://www.notisum.se/rn/document/?id=20060311"
"Arbetsmiljö","09","ÖVRIGA DOKUMENT","","SFS 2007:19","SFS 2020:689","Förordning (2007:19)","Förordningen innehåller bestämmelser om kontroll över förekomsten och hanteringen av PCB-produkter samt om inventering, avlägsnande och bortskaffande av PCB-produkter och varor eller utrustning som innehåller eller har förorenats med PCB-produkter. Dessa gör fastighetsägarna skyldiga att inventera och sanera byggnader. PCB och liknande ämnen såsom dioxiner är giftiga och långlivade och innebär särskilda risker för både människans hälsa och vår miljö. Myndighetsföreskrifter som kompletterar förordningen får utfärdas av Naturvårdsverket.Den 30 juni 2014 var sista dag för PCB-sanering av vissa byggnader som byggts eller renoverats under åren 1956–1969 och som innehåller stora mängder PCB i fog- och golvmassor. För industribyggnader och fog- och golvmassor inomhus gällde 30 juni 2016.","Om PCBDenna förordning berör verksamheter som hanterar PCB-produkter samt som inventerar, avlägsnar och bortskaffar PCB-produkter och varor eller utrustning som innehåller eller har förorenats med PCB-produkter.PCB kan finnas i vissa byggmaterial. Alla fastighetsägare till byggnader uppförda eller renoverade under åren 1956-1973 är skyldiga att ha inventerat sina fastigheter för att fastställa förekomsten av PCB. I de fall där PCB förekommer ska en sanering genomföras.Vi ska ha rutiner för att efterleva förbud och regler samt säkerställa korrekt hantering och förfarande vid avlägsnande och bortförskaffande av PCB-produkter samt för de undantag som anges.","","https://www.notisum.se/rn/document/?id=20070019"
"Arbetsmiljö","09","ÖVRIGA DOKUMENT","","(EG) nr 561/2006","","Beteckning(EG) nr 561/200632024R1258Europaparlamentets och rådets förordning (EG) nr 561/2006 av den","Förare av nationella och internationella vägtransporter inom EU måste ha arbetsregler och sociala villkor enligt EU Förordning 561/2006. Reglerna gäller körtider, raster och viloperioder och gäller direkt utan att införas i nationella regelverk.","Harmonisering av viss sociallagstiftning på vägtransportområdetI denna förordning anges bestämmelser om körtider, raster och viloperioder för förare som utför person- och godstransporter på väg.Gäller vi användning av fordon och fordonskombinationer som har högre sammanlagd totalvikt än 3,5 ton. Gäller dock inte fordon vars högsta tillåtna hastighet inte överstiger 40 km/h.Här regleras hur länge våra yrkesförare får köra per dag och vecka, tvåveckorskörtid och den innehåller även krav på raster och dygns-/veckovila. Vissa undantag finns.I förordningen anges även bestämmelser avseende transportföretagets ansvar, bla. gällande överträdelser som begåtts av företagets förare.","","https://www.notisum.se/rn/document/?id=306R0561"
"Arbetsmiljö","09","ÖVRIGA DOKUMENT","","MSBFS 2013:3","","Lagen (2010:1011)","Föreskriften handlar om undantag från tillståndsplikten vid hantering av brandfarliga gaser och vätskor. MSBFS 2013:3 ersätter Sprängämnesinspektionens föreskrifter (SÄIFS 1995:3) om tillstånd till hantering av brandfarliga gaser och vätskor den 1 oktober 2013. Den som bedriver verksamhet som inte behövde tillstånd enligt de upphävda föreskrifterna men som enligt denna författning ska ha tillstånd ska ha ansökt om det senast den 1 oktober 2014. Hantering av brandfarliga gaser och vätskor medför risk för olyckor och skador på liv, hälsa, miljö och egendom som kan uppkomma genom brand eller explosion. Tillståndsprövning av sådan hantering är ett led i att hindra, förebygga och begränsa sådana händelser och deras konsekvenser. Lagen (2010:1011) om brandfarliga och explosiva varor föreskriver tillståndsplikt som huvudregel. Myndigheten för samhällsskydd och beredskap (MSB) har bemyndigats att meddela undantag från tillståndsplikten för hantering som bedöms vara förenad med mindre risk.","Tillstånd till hantering av brandfarliga gaser och vätskorDessa föreskrifter innehåller bestämmelser om undantag från tillståndsplikt vid viss hantering av brandfarliga gaser och vätskor. Här omfattas även aerosoler. Olika mängder gäller för hantering inomhus och utomhus.","","https://www.notisum.se/rn/document/?id=MSBB3003"
