Laglista,Section Number,Section Name,Index,SFS Number,Amendment SFS,Document Name,Notisum Comment,Summary (Så här påverkas vi),Compliance,Link
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","2022/2557/EU","","Beteckning2022/2557/EU32023R2450Europaparlamentets och rådets direktiv (EU) 2022/2557 av den 14 dece","Direktivet syftar till att stärka motståndskraften hos viktiga aktörer som tillhandahåller samhällsviktiga tjänster inom EU. Det ersätter tidigare direktiv 2008/114/EG och inför harmoniserade minimiregler för att säkerställa kontinuitet i tjänster som är avgörande för samhällsfunktioner och ekonomisk verksamhet. Direktivet omfattar sektorer som energi, transport, bankverksamhet, hälso- och sjukvård, och digital infrastruktur. Medlemsstaterna ska identifiera viktiga aktörer och säkerställa att dessa vidtar lämpliga åtgärder för att hantera risker och incidenter. Det betonar vikten av samarbete och informationsutbyte mellan medlemsstater och med kommissionen. Direktivet kräver också att medlemsstaterna inför nationella strategier och rapporterar om genomförandet.","Vi är skyldiga att vidta lämpliga åtgärder för att stärka vår motståndskraft som leverantör av samhällsviktiga tjänster enligt direktivet om kritiska entiteters motståndskraft. Det innebär att vi ska identifiera och hantera risker som kan påverka kontinuiteten i vår verksamhet, samt ha rutiner för att förebygga och hantera incidenter.Vi ska samverka med relevanta myndigheter och bidra till informationsutbyte inom EU.Vår verksamhet ska bedrivas i linje med nationella strategier och krav som följer av direktivets genomförande.","","https://www.notisum.se/rn/document/?id=322L2557"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SvKFS 2023:1","","BeteckningSvKFS 2023:1Affärsverket svenska kraftnäts föreskrifter om elberedskapFöreskrifterna från ","Föreskrifterna från Affärsverket svenska kraftnät reglerar elberedskap och ställer krav på risk- och sårbarhetsanalyser inom elsektorn. Företag inom elproduktion och elöverföring ska årligen rapportera identifierade riskkällor, kritiska beroenden och sårbarheter till Svenska kraftnät. Anläggningar av väsentlig betydelse för elförsörjningen, såsom elproduktionsanläggningar och elnät med specifika spänningsnivåer, omfattas av anmälningsskyldighet. Undantag från informationsskyldigheten gäller för vissa mindre anläggningar. Svenska kraftnät kan medge undantag från föreskrifterna vid särskilda skäl.","Vi ska upprätthålla elberedskap genom att årligen genomföra och rapportera risk- och sårbarhetsanalyser till Svenska kraftnät. I rapporteringen ska vi redovisa identifierade riskkällor, sårbarheter och beroenden som kan påverka elförsörjningen.Om vi förfogar över anläggningar av väsentlig betydelse, till exempel elproduktionsanläggningar eller elnät inom angivna spänningsnivåer, omfattas vi även av anmälningsskyldighet.Vår hantering ska ske i enlighet med föreskrifternas krav för att stärka beredskapen inom elsektorn.","","https://www.notisum.se/rn/document/?id=SFTC3001"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 1998:112","SFS 2024:956","Lag (1998:112)","Lagen om ansvar för elektroniska anslagstavlor reglerar ansvaret för tjänster som förmedlar elektroniska meddelanden. Leverantörer av elektroniska anslagstavlor måste informera användare om sin identitet och meddelandens tillgänglighet, samt ha rimlig uppsikt över tjänsten. De är skyldiga att ta bort meddelanden med olagligt innehåll, såsom hot eller uppvigling. Brott mot dessa skyldigheter kan leda till böter eller fängelse.","Om vi tillhandahåller en tjänst där användare kan publicera meddelanden elektroniskt, behöver vi informera om vår identitet och hur länge meddelanden är tillgängliga.Vi ska ha rimlig uppsikt över innehållet och ta bort inlägg som innehåller olagligt material, till exempel hot eller uppvigling.Vi är ansvariga för att motverka att tjänsten används för brottsliga syften, och kan annars hållas straffrättsligt ansvariga enligt lagen.","","https://www.notisum.se/rn/document/?id=19980112"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 2002:562","SFS 2025:989","Lag (2002:562)","Lagen kallas e-handelslagen och ska skydda konsumenter som handlar på Internet. Den ställer krav på vad en säljare måste informera köparen om och vilka tekniska hjälpmedel som måste finnas när man gör en beställning.","Vi omfattas av e-handelslagen när vi tillhandahåller tjänster via internet.Vi ska tydligt informera kunder om vår identitet, priser, kontaktuppgifter och avtalsvillkor innan ett köp genomförs.Vi behöver erbjuda tekniska lösningar som gör det möjligt för kunden att upptäcka och rätta inmatningsfel vid beställning.Vår information ska vara lättillgänglig, korrekt och anpassad för att uppfylla kraven på god informationspraxis enligt lagen.","","https://www.notisum.se/rn/document/?id=20020562"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 2006:24","SFS 2019:184","Lag (2006:24)","Lagen reglerar den tekniska driften av Sveriges nationella toppdomäner på internet, samt tilldelning och registrering av domännamn under dessa. Den fastställer att domänadministratörer ska bedriva verksamheten säkert och effektivt, med hänsyn till allmänhetens intresse. Administratörer måste anmäla sin verksamhet till en tillsynsmyndighet och säkerställa att informationen i domännamnsystemet är korrekt och tillgänglig. Lagen kräver att domänadministratörer upprätthåller ett register över tilldelade domännamn och tillhandahåller ett öppet och icke-diskriminerande förfarande för domännamnstilldelning.","Vi ska bedriva vår domännamnsadministration på ett säkert och effektivt sätt med hänsyn till allmänhetens intresse.Vi är skyldiga att anmäla vår verksamhet till tillsynsmyndigheten och säkerställa att informationen i domännamnssystemet är korrekt och tillgänglig.Vi ska föra ett aktuellt register över tilldelade domännamn och erbjuda ett öppet, transparent och icke-diskriminerande förfarande vid tilldelning.Vår hantering ska uppfylla lagens krav på drift och tillförlitlighet för nationella toppdomäner.","","https://www.notisum.se/rn/document/?id=20060024"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 2003:770","SFS 2018:1491","Förordning (2003:770)","Förordningen behandlar myndigheters elektroniska informationsutbyte såsom elektroniska beställningar och tjänsten Mina meddelanden. Innebär bl.a. att alla statliga myndigheter med mer än 50 anställda under 2013 ska beställa sina varor och tjänster elektroniskt. Kompletterande myndighetsföreskrifter finns i Ekonomistyrningsverkets och Skatteverkets författningssamlingar.","Vi ska använda elektroniskt informationsutbyte i vår kommunikation med andra myndigheter, exempelvis vid beställningar av varor och tjänster samt vid användning av tjänster som Mina meddelanden.Vi är skyldiga att följa de krav som gäller för elektronisk beställning om vi omfattas av tröskelvärdena, och vi ska ta hänsyn till tillämpliga föreskrifter från Ekonomistyrningsverket och Skatteverket.Vår hantering av information ska ske digitalt och på ett sätt som uppfyller förordningens krav på effektivitet och säkerhet.","","https://www.notisum.se/rn/document/?id=20030770"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 2016:561","SFS 2022:1134","Lag (2016:561)","Lagen kompletterar EU:s förordning om elektronisk identifiering och betrodda tjänster. Den fastställer skyldigheter för offentliga organ att ansluta sina nättjänster till den svenska noden för gränsöverskridande elektronisk identifiering, med undantag för verksamheter som rör totalförsvaret eller Sveriges säkerhet. Lagen reglerar även ackreditering och granskning av kvalificerade tillhandahållare av betrodda tjänster samt certifiering av anordningar för elektroniska underskrifter. Lagen ersätter tidigare lag om kvalificerade elektroniska signaturer.","Vi är skyldiga att ansluta våra nättjänster till den svenska eIDAS-noden för att möjliggöra gränsöverskridande elektronisk identifiering, om vår verksamhet inte omfattas av undantag för totalförsvaret eller rikets säkerhet.Vi ska följa regler om ackreditering och granskning om vi tillhandahåller kvalificerade betrodda tjänster. Om vi använder anordningar för elektroniska underskrifter, ska dessa vara certifierade enligt lagens krav.Vår hantering ska säkerställa tillit, interoperabilitet och rättssäkerhet vid elektronisk identifiering.","","https://www.notisum.se/rn/document/?id=20160561"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 2016:576","SFS 2025:1148","Förordning (2016:576)","Förordningen kompletterar EU:s förordning om elektronisk identifiering och betrodda tjänster. Den reglerar ackreditering och certifiering av enheter för elektroniska underskrifter och stämplar, samt säkerhetskrav för dessa.  Förordningen undantar Säkerhetspolisen och vissa försvarsmyndigheter från anslutningsskyldigheten.","Vi ska följa de kompletterande bestämmelser som förordningen ställer på elektronisk identifiering och betrodda tjänster. Om vi använder eller tillhandahåller anordningar för elektroniska underskrifter eller stämplar, måste dessa uppfylla fastställda säkerhetskrav och vara certifierade enligt förordningen.Vi omfattas av kravet på anslutning till den svenska eIDAS-noden, såvida vi inte tillhör någon av de undantagna verksamheterna. Vår hantering ska ske på ett säkert och tillförlitligt sätt i enlighet med EU-regelverket.","","https://www.notisum.se/rn/document/?id=20160576"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 2017:630","SFS 2025:637","Lag (2017:630)","Denna lag syftar till att förhindra penningtvätt och finansiering av terrorism genom att införa regler för finansiella och andra verksamheter. Lagen omfattar banker, försäkringsbolag, värdepappersföretag, kryptotillgångstjänster och andra finansiella aktörer. Den ställer krav på riskbedömning, kundkännedom och rapportering av misstänkta transaktioner. Verksamhetsutövare måste ha interna rutiner för att hantera risker och skydda anställda från repressalier. Lagen förbjuder anonyma konton och korrespondentförbindelser med brevlådebanker. Sanktionsavgifter kan utfärdas vid överträdelser, och tillsynsmyndigheter har befogenhet att ingripa.","Vi måste arbeta aktivt för att förebygga penningtvätt och finansiering av terrorism. Det innebär att vi ska göra riskbedömningar, säkerställa kundkännedom och ha rutiner för att identifiera och rapportera misstänkta transaktioner. Alla medarbetare ska känna till våra interna rutiner och kunna agera korrekt vid avvikelser. Anonyma betalningar får inte förekomma, och särskild försiktighet krävs vid internationella samarbeten. Vi kan bli föremål för tillsyn och riskerar sanktionsavgifter vid bristande efterlevnad.","","https://www.notisum.se/rn/document/?id=20170630"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 2022:511","SFS 2025:1160","Förordning (2022:511)","Förordningen om elektronisk kommunikation reglerar skyldigheter för företag som tillhandahåller elektroniska kommunikationsnät och tjänster, särskilt i krissituationer. Den fastställer regler för samverkan mellan olika myndigheter och företag, inklusive bildandet av en nationell telesamverkansgrupp. Förordningen behandlar även tillstånd för radiosändare, nummerplaner, och säkerhetsåtgärder för nät och tjänster. Post- och telestyrelsen (PTS) har en central roll som tillsynsmyndighet och ansvarar för att leda samverkansgruppen, utfärda tillstånd och föreskrifter, samt samråda med andra myndigheter. Förordningen betonar vikten av säkerhet och integritet i elektronisk kommunikation och innehåller bestämmelser om lagring och behandling av trafikuppgifter.","Vi behöver ha rutiner och tekniska lösningar för att säkerställa tillgänglighet och driftsäkerhet i våra elektroniska kommunikationstjänster, särskilt vid samhällsstörningar.Vi är skyldiga att samverka med myndigheter och andra aktörer, till exempel genom deltagande i samverkansgrupper och rapportering till Post- och telestyrelsen.Vi behöver också skydda användares integritet och behandla trafikuppgifter på ett säkert och lagenligt sätt, enligt de krav som ställs i förordningen.","","https://www.notisum.se/rn/document/?id=20220511"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 2022:482","SFS 2024:895","Lag (2022:482)","Lagstiftningen om elektronisk kommunikation syftar till att säkerställa tillgång till säkra och effektiva elektroniska kommunikationer för enskilda och myndigheter. Den främjar konkurrens, innovation och säkerhet i nät och tjänster. Företag som tillhandahåller elektroniska kommunikationsnät eller tjänster har skyldigheter att delta i planering och samordning inför krissituationer. Lagen reglerar även användning av radiosändare, nummerplaner och tillträde till nät och tjänster. Operatörer med betydande marknadsinflytande kan åläggas särskilda skyldigheter för att främja konkurrens.","Vi ska tillhandahålla våra elektroniska kommunikationstjänster på ett säkert, tillförlitligt och effektivt sätt, i enlighet med lagen.Vi är skyldiga att delta i planering och samordning inför krissituationer, samt att följa regler kring användning av radiosändare, nummerplaner och tillträde till nät.Om vi har ett betydande inflytande på marknaden kan vi åläggas särskilda skyldigheter för att främja konkurrens.Vår verksamhet ska bidra till säkerhet, innovation och god tillgång till elektronisk kommunikation.","","https://www.notisum.se/rn/document/?id=20220482"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 1990:782","SFS 2019:866","Arkivlag (1990:782)","Arkivlagen reglerar hanteringen av arkiv hos myndigheter och vissa andra organ, inklusive Svenska kyrkan. Lagen fastställer att myndigheters arkiv utgör en del av det nationella kulturarvet och ska bevaras, organiseras och skyddas för att säkerställa tillgång till allmänna handlingar, rättskipning, förvaltning och forskning. Arkivmyndigheter ansvarar för tillsynen av att dessa skyldigheter uppfylls. Gallring av allmänna handlingar är tillåten men måste beakta arkivens kulturella värde. Vid upphörande av en myndighet ska dess arkiv överlämnas till relevant arkivmyndighet.","Vi är skyldiga att organisera, bevara och skydda vårt arkiv så att allmänna handlingar är tillgängliga för rättskipning, förvaltning och forskning.Vi ska ha rutiner för arkivhantering som säkerställer att material bevaras i enlighet med gällande regler.Om vi gallrar handlingar måste det ske på ett kontrollerat sätt med hänsyn till dokumentens kulturella värde.Om vår verksamhet upphör, ska arkivet överlämnas till ansvarig arkivmyndighet enligt lagens bestämmelser.","","https://www.notisum.se/rn/document/?id=19900782"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 1991:446","SFS 2024:558","Arkivförordning (1991:446)","Arkivförordningen reglerar hanteringen av arkiv och arkivmyndigheter enligt arkivlagen. Den fastställer riktlinjer för godkännande och märkning av skrivmateriel och förvaringsmedel. Riksarkivet har befogenhet att utfärda föreskrifter om arkivvård, gallring och överlämnande av arkivhandlingar. Myndigheter måste samråda med Riksarkivet vid förändringar som påverkar arkivbildning och gallring. Arkivhandlingar kan lånas ut mellan myndigheter för tjänsteändamål. Förordningen undantar vissa myndigheter från specifika bestämmelser och specificerar att Riksarkivet är den statliga arkivmyndigheten.","Vi ska följa de föreskrifter och riktlinjer som Riksarkivet utfärdar för vår arkivhantering, inklusive krav på godkänd skrivmateriel och förvaringsmedel.Vi är skyldiga att samråda med Riksarkivet vid förändringar som påverkar hur arkivet byggs upp eller hur handlingar gallras.Vi får låna ut arkivhandlingar till andra myndigheter för tjänsteändamål, men ansvarar för att bevara handlingarna enligt gällande regler.","","https://www.notisum.se/rn/document/?id=19910446"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","FFFS 2014:5","","BeteckningFFFS 2014:5FFFS 2024:11Finansinspektionens föreskrifter och allmänna råd om informationssä","Finansinspektionens föreskrifter och allmänna råd reglerar hanteringen av informationssäkerhet, it-verksamhet och insättningssystem för bankaktiebolag, sparbanker, medlemsbanker, kreditmarknadsbolag, kreditmarknadsföreningar och vissa värdepappersbolag. Företag ska upprätta ledningssystem för informationssäkerhet, dokumentera mål och strategier för it-verksamhet, och säkerställa att it-system är tillräckligt säkra. Föreskrifterna betonar vikten av riskanalys, informationsklassificering, och interna regler för att skydda konfidentialitet, riktighet och tillgänglighet. Insättningssystem ska möjliggöra automatisk datainsamling om insättare, och företag ska årligen granska sina system och rutiner.","Vi ska ha ett ledningssystem för informationssäkerhet som omfattar mål, strategier och interna regler för vår it-verksamhet.Våra it-system ska vara tillräckligt säkra och utformas för att skydda informationens konfidentialitet, riktighet och tillgänglighet.Vi behöver genomföra regelbundna riskanalyser, klassificera information och säkerställa att våra insättningssystem automatiskt kan samla in uppgifter om insättare.Våra rutiner och system ska granskas minst en gång per år för att uppfylla kraven i Finansinspektionens föreskrifter.","","https://www.notisum.se/rn/document/?id=FFFB4005"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 2018:558","SFS 2025:1281","Lag (2018:558)","Lagen om företagshemligheter reglerar skyddet av företagshemligheter och inför bestämmelser om skadestånd, vitesförbud och straff för obehöriga angrepp. Den definierar företagshemligheter som information som inte är allmänt känd och vars röjande kan skada innehavaren konkurrensmässigt. Lagen omfattar näringsidkare och forskningsinstitutioner och specificerar att arbetstagares erfarenheter inte utgör företagshemligheter.","Vi ska skydda våra företagshemligheter mot obehörig åtkomst, spridning eller användning. Det innebär att vi behöver identifiera vilken information som utgör företagshemligheter, säkerställa att den hålls konfidentiell och vidta tekniska och organisatoriska skyddsåtgärder.Vi kan vid behov vidta rättsliga åtgärder, såsom begäran om skadestånd eller vitesförbud, vid angrepp.","","https://www.notisum.se/rn/document/?id=20180558"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","SFS 2018:1200","SFS 2025:220","Kamerabevakningslag (2018:1200)","Kamerabevakningslagen reglerar användningen av kamerabevakning i Sverige. Lagen syftar till att balansera behovet av kamerabevakning för legitima ändamål med skyddet av individers personliga integritet. Tillstånd krävs för kamerabevakning på platser dit allmänheten har tillträde, om bevakningen utförs av myndigheter eller för allmänintresse. Undantag från tillståndskravet gäller för vissa myndigheter och specifika situationer, såsom skydd av skyddsobjekt eller vid trafikövervakning. Ansökningar om tillstånd måste innehålla detaljer om bevakningens syfte, utrustning och integritetsskyddsåtgärder. Lagen kompletterar EU:s dataskyddsförordning och brottsdatalagen, och överträdelser kan leda till skadeståndsansvar.","Om bevakningen sker på platser dit allmänheten har tillträde kan vi vara skyldiga att söka tillstånd, särskilt om bevakningen sker för ett allmänintresse. Vi måste tydligt ange syftet med bevakningen, beskriva tekniken som används och redovisa vilka åtgärder vi vidtar för att skydda individers integritet.Vår bevakning ska ske i enlighet med dataskyddsreglerna, och vi kan bli skadeståndsskyldiga vid otillåten behandling.","","https://www.notisum.se/rn/document/?id=20181200"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","TSFS 2018:85","","BeteckningTSFS 2018:85Transportstyrelsens föreskrifter om hantering av kryptografiska nycklar och ce","Föreskrifterna reglerar hantering av kryptografiska nycklar och certifikat vid tillverkning av digitala färdskrivare. Tillverkare måste ansöka om godkännande och följa informationssäkerhetskrav enligt ISO/IEC 27001. Nycklar och certifikat ska hanteras och lagras säkert, med krav på utrustning som uppfyller internationella säkerhetsstandarder. Tillverkare ska ha dokumenterade rutiner för hantering av nycklar, certifikat och rörelsesensordata, samt rapportera säkerhetsincidenter till Transportstyrelsen. Vid upphörande av tillverkning ska nycklar förstöras och information överföras till Transportstyrelsen.","Vi ska hantera kryptografiska nycklar och certifikat för digitala färdskrivare enligt Transportstyrelsens föreskrifter. Det innebär att vi måste ha ett godkännande, följa informationssäkerhetskrav enligt ISO/IEC 27001 och använda säkerhetsutrustning som uppfyller internationella standarder.Vi ska ha dokumenterade rutiner för hantering av nycklar, certifikat och rörelsesensordata samt rapportera säkerhetsincidenter till Transportstyrelsen.Vid avslutad tillverkning ska nycklar förstöras och nödvändig information överföras till myndigheten.","","https://www.notisum.se/rn/document/?id=TSFB8085"
"Informationssäkerhet Sverige","05","Sektorsspecifika krav och finansiell motståndskraft","","(EU) nr 2554/2022","","Beteckning(EU) nr 2554/202232025R0532Europaparlamentets och rådets förordning (EU) 2022/2554 av den ","Förordningen syftar till att stärka den digitala operativa motståndskraften inom finanssektorn genom att införa enhetliga krav på hantering av IKT-risker, rapportering av incidenter och testning av motståndskraft. Den omfattar finansiella entiteter som kreditinstitut och IKT-tjänsteleverantörer. Krav ställs på att upprätthålla kontroll över IKT-risker och att tillsynsmyndigheter övervakar dessa. En tillsynsram för kritiska tredjepartsleverantörer införs för att säkerställa att de uppfyller strikta krav. Finansiella entiteter ska etablera en robust intern styrningsram och genomföra tester av motståndskraft. Tredjepartsleverantörer måste samarbeta med tillsynsmyndigheter, och det finns mekanismer för att hantera brister i efterlevnad. Förordningen betonar vikten av informationsutbyte om cyberhot och kontinuitetsplanering.","Vi ska uppfylla kraven i EU-förordningen om digital operativ motståndskraft för finanssektorn. Det innebär att vi måste ha en robust ram för hantering av IKT-risker och rapportera allvarliga incidenter.Vi ska genomföra tester för att säkerställa vår digitala motståndskraft och ingå avtal med IKT-leverantörer som innehåller tydliga säkerhetsåtgärder.Om vi använder kritiska tredjepartsleverantörer omfattas dessa av särskild tillsyn.Vid underentreprenad ska vi bedöma riskerna, och vi är skyldiga att samarbeta med tillsynsmyndigheter för att minska sårbarheter och säkerställa efterlevnad.","","https://www.notisum.se/rn/document/?id=322R2554"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0100","SFS 1998:808","SFS 2025:1317","Miljöbalk (1998:808)","Miljöbalkens kapitel 2 handlar om ALLMÄNNA HÄNSYNSREGLER och rättsligt gällande principer som gäller alla verksamheter som omfattas av miljöbalken och som övergripande visar vad som krävs för att skydda miljön.Kapitlet kompletteras av myndighetsföreskrifter från Naturvårdsverket, Havs- och vattenmyndigheten, Folkhälsomyndigheten, Jordbruksverket och Socialstyrelsen. Notisum ger också kommentarer till de enskilda paragraferna i detta kapitel.","Miljöbalken berör alla verksamhetsutövare samt de som ska vidta en åtgärd. Man ska skaffa sig den kunskap som behövs med hänsyn till verksamhetens eller åtgärdens art och omfattning för att skydda människors hälsa och miljön mot skada eller olägenhet. I all vår verksamhet ska vi tillämpa dessa allmänna principer och hänsynsregler:- bevisbördan är på verksamheten- kunskapskrav- försiktighetsprincipen - bästa tillgängliga teknik- produktvalsprincipen- hushållnings- och kretsloppsprincipen- lokalisering- skälighetsprincipen","","https://www.notisum.se/rn/document/?id=19980808#SFS1998-0808_K2"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0110","SFS 2012:259","SFS 2024:1011","Förordning (2012:259)","Förordning (2012:259) om miljösanktionsavgifter ersätter Förordningen (1998:950) om miljösanktionsavgifter fr.o.m. den 1 juli 2012. Till skillnad från den tidigare förordningen införs miljösanktionsavgifter även för vissa överträdelser av en ny EU-förordning om ozonämnen och för överträdelser av en bestämmelse i EU:s växtskyddsmedelsförordning. Miljösanktionsavgift är en slags böter (administrativ sanktionsavgift) som kan drabba den som inte fullgör plikter som man har enligt miljöbalken. Grundläggande bestämmelser om miljösanktionsavgifter finns i 30 kap. miljöbalken. Myndighetsföreskrifter som kompletterar förordningen utfärdas av Naturvårdsverket.","Förordningen berör verksamheter om överträdelser skulle ske mot att fullgöra sina plikter enligt Miljöbalken.","","https://www.notisum.se/rn/document/?id=20120259"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0120","(EU) nr 852/2020","","Beteckning(EU) nr 852/202032023R2486Europaparlamentets och rådets förordning (EU) 2020/852 av den 18","Förordningen avser upprättandet av ett ramverk för främjande av hållbara investeringar och ändringen av förordning (EU) 2019/2088. Denna förordning fastställer kriterierna för att avgöra om en ekonomisk verksamhet kvalificeras som miljömässigt hållbar, i syfte att avgöra i vilken grad en investering är miljömässigt hållbar.Denna förordning gäller för:a) Åtgärder som antagits av medlemsstaterna eller unionen som ställer krav på finansmarknadsaktörer eller emittenter när det gäller finansiella produkter eller företagsobligationer som görs tillgängliga som miljömässigt hållbara.b) finansmarknadsaktörer som tillhandahåller finansiella produkterc) företag som omfattas av skyldigheten att offentliggöra en icke-finansiell rapport eller en konsoliderad icke-finansiell rapport enligt artikel 19a respektive 29a i Europaparlamentets och rådets direktiv 2013/34/EU.","(Taxonomiförordningen)Förordningen är ett klassificeringssystem med syfte att hjälpa investerare att identifiera och jämföra miljömässigt hållbara kapitalsatsningar.En miljömässigt hållbar ekonomisk verksamhet ska väsentligt bidra till att ett eller flera av de sex faställda mijömålen för att klassificeras som hållbar. Därutöver ska den inte orsaka betydande skada för någon av de övriga målen samt även uppfylla vissa uppställda krav inom hållbarhet.Kraven gäller för vissa finansmarknadsaktörer, börsnoterade företag samt andra stora företag av allmänt intresse som ska ta fram en hållbarhetsrapport i samband med årsredovisningen. I och med CSRD-direktivet för hållbarhetsredovisning ska ytterligare aktörer omfattas av kraven för hållbarhetsrapportering.Små och medelstora företag kommer att påverkas i varierande grad av taxonomin. Många kommer att behöva anpassa sina verksamheter och leverera taxonomirelaterad information vilket betyder att de måste bygga upp metoder och verktyg för att leverera data enligt taxonomins klassificeringssystem.","","https://www.notisum.se/rn/document/?id=320R0852"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0130","SFS 1995:1554","SFS 2025:1297","Årsredovisningslag (1995:1554)","I årsredovisningslagen finns vissa krav på upplysningar om miljö- och hållbarhetsfrågor. Stora företag samt små och medelstora aktiebolag som är noterade på en reglerad marknad inom Europeiska ekonomiska samarbetsområdet (EES) ska lämna en hållbarhetsrapport som ska ingå i årsredovisningen som ett eget avsnitt i förvaltningsberättelsen (se 6 kap. 10 §). Hållbarhetsrapporten ska innehålla information om företagets inverkan på frågor som rör miljö, sociala förhållanden, personal, respekt för mänskliga rättigheter, motverkande av korruption och mutor samt företagets styrning. Information om hur sådana hållbarhetsfrågor påverkar företagets utveckling, ställning och resultat ska också redovisas. Nya regler om hållbarhetsrapportering trädde i kraft den 1 juli 2024 och dessa ska börja tillämpas vid olika tidpunkter.Vissa stora företag ska också i sin bolagsstyrningsrapport upplysa om den mångfaldspolicy som tillämpas för styrelsen, när det gäller till exempel ålder, kön, utbildning och yrkesbakgrund. För räkenskapsår som inleds närmast efter utgången av juni 2024 får upplysningarna om mångfaldspolicyn istället lämnas i hållbarhetsrapporten. Bolagsstyrningsrapporten ska i så fall innehålla en hänvisning till hållbarhetsrapporten.Miljöinformation som är viktig för bedömningen av företagets ställning, resultat och utveckling ska finnas med i förvaltningsberättelsen. Även information om verksamhetens påverkan på den yttre miljön i övrigt ska redovisas - företag som bedriver verksamhet som är tillstånds- eller anmälningspliktig enligt miljöbalken ska alltid lämna upplysningar om verksamhetens påverkan på den yttre miljön (6 kap. 1 §).","Lagen reglerar vad en årsredovisning skall innehålla och ur miljöperspektiv berörs vi av följande:Förvaltningsberättelsen är en obligatorisk del av årsredovisningen. I den beskriver företaget de viktigaste händelserna under året som gått. Den ska innehålla sådana hållbarhetsupplysningar som behövs för förståelsen av företagets utveckling, ställning eller resultat och som är relevanta för den aktuella verksamheten, däribland upplysningar om miljö- och personalfrågor.Företag som bedriver verksamhet som är tillstånds- eller anmälningspliktig enligt miljöbalken ska lämna upplysningar om verksamhetens påverkan på den yttre miljön.Förvaltningsberättelsen ska innehålla en hållbarhetsrapport om företaget uppfyller mer än ett av följande villkor i 6 kap. 10 §.1. medelantalet anställda i bolaget har under vart och ett av de två senaste räkenskapsåren uppgått till mer än 250, 2. bolagets redovisade balansomslutning har för vart och ett av de två senaste räkenskapsåren uppgått till mer än 280 miljoner kronor,3. bolagets redovisade nettoomsättning har för vart och ett av de två senaste räkenskapsåren uppgått till mer än 550 miljoner kronor.Om aktiebolaget har överlåtbara värdepapper upptagna till handel på en reglerad marknad gäller det som sägs i första stycket om bolaget uppfyller mer än ett av följande villkor: 1. medelantalet anställda i bolaget har under vart och ett av de två senaste räkenskapsåren uppgått till mer än 10,  2. bolagets redovisade balansomslutning har för vart och ett av de två senaste räkenskapsåren uppgått till mer än 5 miljoner kronor,  3. bolagets redovisade nettoomsättning har för vart och ett av de två senaste räkenskapsåren uppgått till mer än 10 miljoner kronor.Det som sägs i första och andra styckena gäller även för ett handelsbolag vars samtliga direkta eller indirekta ägare är aktiebolag eller utländska företag som motsvarar aktiebolag.","","https://www.notisum.se/rn/document/?id=19951554"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0140","SFS 2010:900","SFS 2025:1079","Plan- och bygglag (2010:900)","Övergripande regler om planläggningen av mark, vatten och byggande. Ersätter PBL (1987:10) fr.o.m. 2011-05-02. I PBL finns bl.a. bestämmelser om översiktsplaner, detaljplaner, bygglov, byggtillsyn, s.k. svartbyggen och byggnadsnämndens verksamhet. Mer detaljerade regler finns i Plan- och byggförordning (2011:338).","Berör de verksamheter som äger en byggnad eller som uppför en byggnad. Lagen reglerar användningen av mark och vatten samt utformning av byggnader och anläggningar.","","https://www.notisum.se/rn/document/?id=20100900"
